   2449      2423.405 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2450      2424.505 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2451      2425.605 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2452      2426.705 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2453      2427.805 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2454      2428.312 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2455      2428.906 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2456      2430.006 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2457      2431.108 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2458      2432.207 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2459      2433.307 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2460      2434.407 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2461      2435.507 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2462      2436.607 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2463      2437.708 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2464      2438.314 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2465      2438.808 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2466      2439.908 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2467      2441.008 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2468      2442.109 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2469      2443.209 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2470      2444.309 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2471      2445.409 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2472      2446.510 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2473      2447.612 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2474      2448.314 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
   2475      2448.710 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2476      2449.810 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2477      2450.911 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2478      2452.011 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2479      2453.111 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2480      2454.210 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2481      2455.311 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2482      2456.411 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2483      2457.511 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2484      2458.317 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2485      2458.611 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2486      2459.712 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2487      2460.812 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2488      2461.912 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2489      2463.012 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2490      2464.113 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2491      2465.213 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2492      2466.315 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2493      2467.415 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2494      2468.317 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
   2495      2468.558 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2496      2469.614 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2497      2470.714 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2498      2471.814 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2499      2472.914 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2500      2474.015 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2501      2475.115 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2502      2476.215 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2503      2477.315 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2504      2478.322 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2505      2478.560 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2506      2479.516 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2507      2480.616 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2508      2481.718 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2509      2482.817 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2510      2483.917 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2511      2485.017 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2512      2486.117 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2513      2487.218 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2514      2488.324 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2515      2488.562 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2516      2489.418 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2517      2490.518 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2518      2491.619 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2519      2492.719 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2520      2493.819 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2521      2494.919 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2522      2496.019 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2523      2497.122 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2524      2498.220 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2525      2498.462 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
   2526      2499.320 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2527      2500.421 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2528      2501.521 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2529      2502.621 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2530      2503.721 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2531      2504.821 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2532      2505.922 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2533      2507.022 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2534      2508.122 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2535      2508.366 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2536      2509.223 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2537      2510.323 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2538      2511.422 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2539      2512.522 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2540      2513.622 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2541      2514.723 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2542      2515.823 DT     0200 Rx 8  01 7A 26 01 7A 26 00 00 
   2543      2516.923 DT     0200 Rx 8  01 7A 26 01 7A 26 00 00 
   2544      2518.023 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2545      2518.328 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
   2546      2519.124 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2547      2520.224 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2548      2521.324 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2549      2522.426 DT     0200 Rx 8  01 7A 25 01 7A 25 00 00 
   2550      2523.525 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2551      2524.625 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2552      2525.725 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2553      2526.827 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2554      2527.927 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2555      2528.332 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2556      2529.026 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2557      2530.126 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2558      2531.226 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2559      2532.327 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2560      2533.427 DT     0200 Rx 8  01 7A 26 01 7A 26 00 00 
   2561      2534.527 DT     0200 Rx 8  01 7A 26 01 7A 26 00 00 
   2562      2535.627 DT     0200 Rx 8  01 7A 26 01 7A 26 00 00 
   2563      2536.727 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2564      2537.828 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2565      2538.332 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
   2566      2538.928 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2567      2540.030 DT     0200 Rx 8  01 7A 25 01 7A 25 00 00 
   2568      2541.129 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2569      2542.229 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2570      2543.329 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2571      2544.429 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2572      2545.529 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2573      2546.630 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2574      2547.730 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2575      2548.334 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
   2576      2548.830 DT     0200 Rx 8  01 7A 26 01 7A 26 00 00 
   2577      2549.930 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2578      2551.031 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2579      2552.131 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2580      2553.231 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2581      2554.331 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2582      2555.432 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2583      2556.534 DT     0200 Rx 8  01 7A 25 01 7A 25 00 00 
   2584      2557.634 DT     0200 Rx 8  01 7A 25 01 7A 25 00 00 
   2585      2558.336 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
   2586      2558.732 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2587      2559.833 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2588      2560.933 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2589      2562.033 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2590      2563.133 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2591      2564.234 DT     0200 Rx 8  01 7A 26 01 7A 26 00 00 
   2592      2565.334 DT     0200 Rx 8  01 7A 26 01 7A 26 00 00 
   2593      2566.434 DT     0200 Rx 8  01 7A 26 01 7A 26 00 00 
   2594      2567.534 DT     0200 Rx 8  01 7A 26 01 7A 26 00 00 
   2595      2568.337 DT     0001 Rx 8  00 01 7A 26 00 00 00 C2 
   2596      2568.634 DT     0200 Rx 8  01 7A 26 01 7A 26 00 00 
   2597      2569.734 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2598      2570.834 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2599      2571.934 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2600      2573.035 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2601      2574.135 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2602      2575.235 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2603      2576.335 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2604      2577.435 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2605      2578.342 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2606      2578.580 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2607      2579.636 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2608      2580.736 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2609      2581.836 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2610      2582.937 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2611      2584.037 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2612      2585.137 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2613      2586.237 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2614      2587.338 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2615      2588.342 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
   2616      2588.580 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2617      2589.538 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2618      2590.638 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2619      2591.739 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2620      2592.839 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2621      2593.939 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2622      2595.039 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2623      2596.140 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2624      2597.240 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2625      2598.344 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
   2626      2598.582 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2627      2599.440 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2628      2600.541 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2629      2601.641 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2630      2602.741 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2631      2603.843 DT     0200 Rx 8  01 7A 25 01 7A 25 00 00 
   2632      2604.942 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2633      2606.042 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2634      2607.142 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2635      2608.242 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2636      2608.486 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2637      2609.343 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2638      2610.443 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2639      2611.543 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2640      2612.643 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2641      2613.743 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2642      2614.846 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2643      2615.944 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2644      2617.044 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2645      2618.146 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2646      2618.391 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2647      2619.245 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2648      2620.345 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2649      2621.445 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2650      2622.545 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2651      2623.646 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2652      2624.746 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2653      2625.845 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2654      2626.945 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2655      2628.046 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2656      2628.348 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
   2657      2629.146 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2658      2630.246 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2659      2631.346 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2660      2632.449 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2661      2633.549 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2662      2634.649 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2663      2635.749 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2664      2636.850 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2665      2637.950 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2666      2638.354 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2667      2639.050 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2668      2640.148 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2669      2641.249 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2670      2642.351 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2671      2643.449 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2672      2644.549 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2673      2645.651 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2674      2646.752 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2675      2647.850 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2676      2648.354 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
   2677      2648.950 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2678      2650.051 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2679      2651.151 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2680      2652.251 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2681      2653.351 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2682      2654.451 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2683      2655.552 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2684      2656.652 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2685      2657.754 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2686      2658.358 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2687      2658.855 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2688      2659.955 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2689      2661.055 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2690      2662.155 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2691      2663.255 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2692      2664.354 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2693      2665.454 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2694      2666.554 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2695      2667.654 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2696      2668.358 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
   2697      2668.755 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2698      2669.855 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2699      2670.955 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2700      2672.057 DT     0200 Rx 8  01 7A 25 01 7A 25 00 00 
   2701      2673.156 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2702      2674.256 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2703      2675.356 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2704      2676.456 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2705      2677.556 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2706      2678.363 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2707      2678.657 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2708      2679.757 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2709      2680.859 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2710      2681.957 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2711      2683.057 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2712      2684.157 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2713      2685.259 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2714      2686.357 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2715      2687.458 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2716      2688.364 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2717      2688.602 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2718      2689.658 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2719      2690.759 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2720      2691.859 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2721      2692.959 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2722      2694.059 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2723      2695.159 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2724      2696.260 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2725      2697.360 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2726      2698.366 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2727      2698.604 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2728      2699.560 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2729      2700.661 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2730      2701.761 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2731      2702.861 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2732      2703.961 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2733      2705.062 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2734      2706.162 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2735      2707.262 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2736      2708.364 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
   2737      2708.602 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2738      2709.463 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2739      2710.563 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2740      2711.663 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2741      2712.763 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2742      2713.864 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2743      2714.964 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2744      2716.064 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2745      2717.164 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2746      2718.264 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2747      2718.507 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
   2748      2719.367 DT     0200 Rx 8  01 7A 25 01 7A 25 00 00 
   2749      2720.465 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2750      2721.565 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2751      2722.666 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2752      2723.766 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2753      2724.866 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2754      2725.966 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2755      2727.066 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2756      2728.167 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2757      2728.411 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2758      2729.267 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2759      2730.369 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2760      2731.467 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2761      2732.568 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2762      2733.668 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2763      2734.770 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2764      2735.868 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2765      2736.971 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2766      2738.071 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2767      2738.375 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2768      2739.168 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2769      2740.268 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2770      2741.369 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2771      2742.469 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2772      2743.569 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2773      2744.669 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2774      2745.770 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2775      2746.870 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2776      2747.972 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2777      2748.376 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2778      2749.072 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2779      2750.173 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2780      2751.273 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2781      2752.373 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2782      2753.473 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2783      2754.574 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2784      2755.672 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2785      2756.772 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2786      2757.872 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2787      2758.378 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
   2788      2758.973 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2789      2760.073 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
   2790      2761.173 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2791      2762.273 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2792      2763.373 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
   2793      2764.476 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
   2794      2765.574 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2795      2766.674 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2796      2767.774 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
   2797      2768.379 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
   2798      2768.875 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
